property_type,place_name,state_name,lat-lon,price,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_per_m2,expenses
PH,Boedo,Capital Federal,"-34.6159137,-58.4158587",289000.0,289000.0,228.0,167.0,1730.5389221556884,
PH,Boedo,Capital Federal,"-34.6159137,-58.4158587",289000.0,289000.0,228.0,167.0,1730.5389221556884,
PH,Balvanera,Capital Federal,"-34.6159137,-58.4158587",289000.0,289000.0,228.0,167.0,1730.5389221556884,
PH,Balvanera,Capital Federal,"-34.6159137,-58.4158587",289000.0,289000.0,228.0,167.0,1730.5389221556884,
PH,Balvanera,Capital Federal,"-34.6159137,-58.4158587",289000.0,289000.0,228.0,167.0,1730.5389221556884,
apartment,Balvanera,Capital Federal,"-34.6159137,-58.4158587",289000.0,289000.0,228.0,167.0,1730.5389221556884,
apartment,Balvanera,Capital Federal,"-34.6159137,-58.4158587",289000.0,289000.0,228.0,167.0,1730.5389221556884,
apartment,Boedo,Capital Federal,"-34.6159137,-58.4158587",289000.0,289000.0,228.0,167.0,1730.5389221556884,
apartment,Boedo,Capital Federal,"-34.6159137,-58.4158587",289000.0,289000.0,228.0,167.0,1730.5389221556884,
apartment,Boedo,Capital Federal,"-34.6159137,-58.4158587",289000.0,289000.0,228.0,167.0,1730.5389221556884,
apartment,Almagro,Capital Federal,"-34.6159137,-58.4158587",289000.0,289000.0,228.0,167.0,1730.5389221556884,
apartment,Almagro,Capital Federal,"-34.6159137,-58.4158587",289000.0,289000.0,228.0,167.0,1730.5389221556884,
apartment,Almagro,Capital Federal,"-34.6159137,-58.4158587",289000.0,289000.0,228.0,167.0,1730.5389221556884,
apartment,Caballito,Capital Federal,"-34.6259473144,-58.4328219442",158000.0,158000.0,71.0,62.0,2548.387096774193,2653.0
apartment,Belgrano,Capital Federal,"-34.572860247,-58.4396162589",585000.0,585000.0,304.0,185.0,3162.162162162162,3700.0
apartment,Belgrano,Capital Federal,"-34.572860247,-58.4396162589",585000.0,585000.0,304.0,185.0,3162.162162162162,3700.0
apartment,Palermo,Capital Federal,"-34.5803723,-58.4143806",465000.0,465000.0,159.0,140.0,3321.4285714285716,6500.0
apartment,Palermo,Capital Federal,"-34.57154091,-58.4321322175",185000.0,185000.0,36.0,33.0,5606.060606060605,2500.0
apartment,Coghlan,Capital Federal,"-34.5644671,-58.4723081",138000.0,138000.0,66.0,56.0,2464.285714285714,2000.0
apartment,Flores,Capital Federal,"-34.6329048,-58.467208",63000.0,63000.0,31.0,31.0,2032.2580645161293,
house,Caballito,Capital Federal,"-34.610348,-58.4477353",250000.0,250000.0,110.0,99.0,2525.252525252525,
apartment,Abasto,Capital Federal,"-34.6077076,-58.4119182",99000.0,99000.0,52.0,52.0,1903.8461538461536,550.0
apartment,Nu�ez,Capital Federal,"-34.5499327522,-58.450782827",360000.0,360000.0,147.0,143.0,2517.482517482517,1485.0
apartment,Belgrano,Capital Federal,"-34.5499217064,-58.4508016024",360000.0,360000.0,147.0,143.0,2517.482517482517,1485.0
apartment,Belgrano,Capital Federal,"-34.5639829756,-58.450130173",1450000.0,1450000.0,463.0,286.0,5069.93006993007,15000.0
apartment,Versalles,Capital Federal,"-34.6346259,-58.5102914",125000.0,125000.0,50.0,48.0,2604.1666666666665,400.0
PH,Villa del Parque,Capital Federal,"-34.6100791,-58.4788508",280000.0,280000.0,230.0,160.0,1750.0,
apartment,Monte Castro,Capital Federal,"-34.6182787,-58.5005212",97000.0,97000.0,51.0,45.0,2155.555555555556,750.0
apartment,Floresta,Capital Federal,"-34.6325102,-58.4861727",69000.0,69000.0,40.0,40.0,1725.0,600.0
apartment,Monte Castro,Capital Federal,"-34.6185877,-58.4996568",135000.0,135000.0,63.0,53.0,2547.169811320755,
apartment,Retiro,Capital Federal,"-34.6002080968,-58.3782497051",140000.0,140000.0,45.0,45.0,3111.1111111111113,1000.0
apartment,Recoleta,Capital Federal,"-34.586109,-58.3875047",179500.0,179500.0,40.0,4.0,44875.0,2000.0
house,Capital Federal,Capital Federal,,900000.0,900000.0,1250.0,460.0,1956.521739130435,
house,Capital Federal,Capital Federal,,495000.0,495000.0,371.0,300.0,1650.0,
apartment,Capital Federal,Capital Federal,"-34.6108622,-58.4117063",120000.0,120000.0,62.0,61.0,1967.2131147540986,1200.0
store,San Cristobal,Capital Federal,"-34.620643,-58.407774",360000.0,360000.0,273.0,183.0,1967.2131147540986,
apartment,Belgrano,Capital Federal,"-34.5663225,-58.4630857",170000.0,170000.0,69.0,,,2500.0
apartment,Flores,Capital Federal,"-34.623473,-58.4589278",92000.0,92000.0,68.0,35.0,2628.5714285714284,
apartment,Parque Chas,Capital Federal,"-34.58423,-58.4787009",164220.0,164220.0,76.0,46.0,3570.0,
PH,Las Ca�itas,Capital Federal,"-34.5724217384,-58.4314505154",158000.0,158000.0,55.0,55.0,2872.7272727272725,
apartment,Flores,Capital Federal,"-34.6383693,-58.4790524",74000.0,74000.0,55.0,45.0,1644.4444444444446,
apartment,Flores,Capital Federal,"-34.6269413949,-58.4692424492",96000.0,96000.0,51.0,46.0,2086.9565217391305,
apartment,Flores,Capital Federal,"-34.6250644313,-58.4714895185",238000.0,238000.0,131.0,122.0,1950.819672131148,
PH,Almagro,Capital Federal,"-34.6057422,-58.4245197",230000.0,230000.0,97.0,87.0,2643.67816091954,
store,Barrio Norte,Capital Federal,,65000.0,65000.0,56.0,56.0,1160.7142857142858,4000.0
apartment,Capital Federal,Capital Federal,,265000.0,265000.0,77.0,69.0,3840.579710144928,
house,Capital Federal,Capital Federal,,420000.0,420000.0,670.0,240.0,1750.0,
apartment,Capital Federal,Capital Federal,,255000.0,255000.0,101.0,88.0,2897.7272727272725,
apartment,Capital Federal,Capital Federal,"-34.5479037398,-58.4659963265",82000.0,82000.0,56.0,47.0,1744.6808510638296,
apartment,Palermo,Capital Federal,"-34.5810409,-58.4062214",134000.0,134000.0,34.0,30.0,4466.666666666667,
house,Mataderos,Capital Federal,"-34.6523981,-58.493856",165000.0,165000.0,222.0,69.0,2391.304347826087,
apartment,Palermo,Capital Federal,"-34.5731105,-58.4224486",1080000.0,1080000.0,199.0,191.0,5654.450261780105,
apartment,Recoleta,Capital Federal,"-34.5854359704,-58.3905315399",450000.0,450000.0,160.0,140.0,3214.285714285714,
apartment,Barracas,Capital Federal,"-34.6396767,-58.369328",295000.0,295000.0,229.0,105.0,2809.523809523809,
apartment,Barracas,Capital Federal,"-34.6395757553,-58.3687689158",165355.0,165355.0,77.0,66.0,2505.378787878788,
apartment,Barracas,Capital Federal,"-34.6396767,-58.369328",315000.0,315000.0,257.0,100.0,3150.0,
apartment,Barrio Norte,Capital Federal,"-34.5898884,-58.385727",1250000.0,1250000.0,251.0,238.0,5252.100840336136,
apartment,Barrio Norte,Capital Federal,"-34.5869962,-58.4078855",698000.0,698000.0,281.0,241.0,2896.2655601659753,
apartment,Barrio Norte,Capital Federal,"-34.5822561,-58.4029623",430000.0,430000.0,149.0,139.0,3093.5251798561158,
apartment,Recoleta,Capital Federal,"-34.5920293,-58.3884415",320000.0,320000.0,108.0,100.0,3200.0,
apartment,Barrio Norte,Capital Federal,"-34.5956083,-58.3863485",630000.0,630000.0,309.0,309.0,2038.8349514563104,
apartment,Barracas,Capital Federal,"-34.6396767,-58.369328",160000.0,160000.0,84.0,80.0,2000.0,
apartment,Barracas,Capital Federal,"-34.6396767,-58.369328",182858.0,182858.0,95.0,87.0,2101.8160919540232,
apartment,Barracas,Capital Federal,"-34.6396767,-58.369328",224500.0,224500.0,114.0,106.0,2117.9245283018868,
apartment,Belgrano,Capital Federal,"-34.5606643,-58.4422087",307650.0,307650.0,90.0,84.0,3662.5,
apartment,Belgrano,Capital Federal,"-34.5606643,-58.4422087",385014.0,385014.0,90.0,84.0,4583.5,
apartment,Belgrano,Capital Federal,"-34.5606643,-58.4422087",587895.0,587895.0,140.0,120.0,4899125,
apartment,Belgrano,Capital Federal,"-34.5606643,-58.4422087",506468.0,506468.0,110.0,100.0,5064.68,
apartment,Recoleta,Capital Federal,"-34.5940974,-58.3911079",95000.0,95000.0,40.0,25.0,3800.0,
store,Barrio Norte,Capital Federal,"-34.593961,-58.385844",590000.0,590000.0,247.0,247.0,2388.663967611336,
apartment,Barracas,Capital Federal,"-34.6396767,-58.369328",218947.0,218947.0,88.0,81.0,2703.049382716049,
apartment,Recoleta,Capital Federal,"-34.5895459,-58.3973636",540000.0,540000.0,170.0,162.0,3333.333333333333,
apartment,Barrio Norte,Capital Federal,"-34.5895459,-58.3973636",410000.0,410000.0,134.0,124.0,3306.451612903226,
apartment,Recoleta,Capital Federal,"-34.5908338,-58.394991",360000.0,360000.0,151.0,151.0,2384.105960264901,
apartment,Recoleta,Capital Federal,"-34.5892121,-58.3843262",660000.0,660000.0,160.0,152.0,4342.105263157895,
apartment,Villa Urquiza,Capital Federal,"-34.5769618381,-58.4931138805",590000.0,590000.0,247.0,116.0,5086.206896551725,
apartment,Belgrano,Capital Federal,"-34.5718454,-58.4327317",438000.0,438000.0,130.0,121.0,3619.834710743801,
apartment,Retiro,Capital Federal,"-34.5896061,-58.3802473",570000.0,570000.0,206.0,206.0,2766.9902912621365,
apartment,Barrio Norte,Capital Federal,"-34.5923753,-58.4060133",240000.0,240000.0,76.0,76.0,3157.894736842105,
apartment,Palermo Chico,Capital Federal,"-34.5830421,-58.4000163",2850000.0,2850000.0,529.0,431.0,6612.529002320185,
apartment,Recoleta,Capital Federal,"-34.5874491,-58.3854075",420000.0,420000.0,148.0,134.0,3134.328358208956,
apartment,Barrio Norte,Capital Federal,"-34.590033,-58.4161744",249000.0,249000.0,89.0,82.0,3036.5853658536585,
apartment,Retiro,Capital Federal,"-34.591427,-58.380063",250000.0,250000.0,85.0,68.0,3676.470588235294,
apartment,Recoleta,Capital Federal,"-34.5969883,-58.388055",1380000.0,1380000.0,260.0,260.0,5307.692307692308,
apartment,Barrio Norte,Capital Federal,"-34.5917177,-58.400682",194000.0,194000.0,60.0,60.0,3233.333333333333,
apartment,Barrio Norte,Capital Federal,"-34.5924103,-58.3952593",135000.0,135000.0,43.0,39.0,3461.5384615384614,
apartment,Recoleta,Capital Federal,"-34.5882453,-58.3883029",940000.0,940000.0,227.0,227.0,4140.969162995595,
apartment,Caballito,Capital Federal,"-34.6066587976,-58.4488776741",95000.0,95000.0,40.0,29.0,3275.8620689655168,
apartment,Villa del Parque,Capital Federal,"-34.6160627,-58.5014443",99000.0,99000.0,49.0,45.0,2200.0,
apartment,Parque Chas,Capital Federal,"-34.58423,-58.4787009",138700.0,138700.0,70.0,52.0,2667.3076923076924,
apartment,Parque Chas,Capital Federal,"-34.58423,-58.4787009",133620.0,133620.0,64.0,47.0,2842.9787234042547,
apartment,Balvanera,Capital Federal,"-34.6011557,-58.4006557",100000.0,100000.0,66.0,62.0,1612.9032258064515,
apartment,Caballito,Capital Federal,"-34.6184909411,-58.4378484306",245000.0,245000.0,103.0,95.0,2578.9473684210525,
apartment,Barracas,Capital Federal,"-34.6402642651,-58.378639445",330000.0,330000.0,130.0,130.0,2538.4615384615386,
apartment,Almagro,Capital Federal,"-34.6110583,-58.4201892",73038.0,73038.0,38.0,34.0,2148.1764705882347,
apartment,Almagro,Capital Federal,"-34.5978473909,-58.4260256868",79712.0,79712.0,44.0,38.0,2097.684210526316,
apartment,Balvanera,Capital Federal,"-34.6031328142,-58.3946243302",148000.0,148000.0,80.0,89.0,1662.9213483146066,
apartment,Villa Devoto,Capital Federal,"-34.5939503,-58.5034408",85000.0,85000.0,43.0,37.0,2297.297297297297,800.0
apartment,Almagro,Capital Federal,"-34.6000111497,-58.4274237455",81200.0,81200.0,35.0,32.0,2537.5,
apartment,Balvanera,Capital Federal,"-34.6031504762,-58.3945384995",148000.0,148000.0,80.0,80.0,1850.0,
store,Saavedra,Capital Federal,"-34.5550739,-58.4877475",230000.0,230000.0,105.0,105.0,2190.4761904761904,
apartment,Las Ca�itas,Capital Federal,"-34.5679842,-58.4337564",138300.0,138300.0,33.0,30.0,4610.0,1100.0
house,Capital Federal,Capital Federal,,1100000.0,1100000.0,1743.0,389.0,2827.763496143959,
apartment,Capital Federal,Capital Federal,,460000.0,460000.0,222.0,150.0,3066.666666666666,
PH,Monte Castro,Capital Federal,"-34.6192169,-58.5098457",235000.0,235000.0,118.0,73.0,3219.178082191781,
house,Villa Pueyrred�n,Capital Federal,"-34.5795711,-58.5048941",250000.0,250000.0,150.0,110.0,2272.7272727272725,
apartment,San Cristobal,Capital Federal,"-34.618949,-58.3944713",80000.0,80000.0,50.0,50.0,1600.0,1000.0
apartment,Barrio Norte,Capital Federal,"-34.6057005,-58.3779666",120000.0,120000.0,42.0,42.0,2857.142857142857,2200.0
apartment,Recoleta,Capital Federal,"-34.590518,-58.388665",176000.0,176000.0,42.0,37.0,4756.756756756758,
apartment,Recoleta,Capital Federal,"-34.590518,-58.388665",227000.0,227000.0,66.0,32.0,7093.75,
apartment,Recoleta,Capital Federal,"-34.591376,-58.395475",163000.0,163000.0,89.0,30.0,5433.333333333333,
apartment,Recoleta,Capital Federal,"-34.588761,-58.384762",1250000.0,1250000.0,295.0,295.0,4237.28813559322,
apartment,Coghlan,Capital Federal,"-34.565023,-58.471804",181400.0,181400.0,62.0,47.0,3859.574468085106,
apartment,Coghlan,Capital Federal,"-34.565023,-58.471804",98800.0,98800.0,38.0,34.0,2905.8823529411766,
apartment,Balvanera,Capital Federal,"-34.610365,-58.411821",105000.0,105000.0,45.0,40.0,2625.0,
apartment,Palermo Soho,Capital Federal,"-34.5899723,-58.4236546",90000.0,90000.0,38.0,38.0,2368.421052631579,1500.0
apartment,Balvanera,Capital Federal,"-34.6056268,-58.392264",146000.0,146000.0,53.0,53.0,2754.716981132075,1400.0
apartment,Centro / Microcentro,Capital Federal,"-34.6032728,-58.3961414",89000.0,89000.0,34.0,26.0,3423.0769230769233,
PH,Colegiales,Capital Federal,"-34.5776674,-58.4608381",429000.0,429000.0,265.0,200.0,2145.0,
apartment,Liniers,Capital Federal,"-34.640523,-58.5293313",88000.0,88000.0,67.0,60.0,1466.666666666667,800.0
store,Centro / Microcentro,Capital Federal,"-34.599865,-58.37584",295000.0,295000.0,40.0,40.0,7375.0,
apartment,Floresta,Capital Federal,"-34.636134,-58.4915095",83000.0,83000.0,45.0,45.0,1844.4444444444448,
apartment,Floresta,Capital Federal,"-34.6361282,-58.4915117",83000.0,83000.0,45.0,45.0,1844.4444444444448,
apartment,Caballito,Capital Federal,"-34.613614,-58.4626458",70900.0,70900.0,32.0,30.0,2363.333333333333,
apartment,Parque Avellaneda,Capital Federal,"-34.6529070509,-58.4763292624",70000.0,70000.0,48.0,48.0,1458.333333333333,
apartment,Recoleta,Capital Federal,"-34.5968661,-58.4031951",107000.0,107000.0,35.0,35.0,3057.142857142857,
house,Belgrano,Capital Federal,"-34.569246,-58.4711497",635000.0,635000.0,433.0,246.0,2581.300813008131,
apartment,Belgrano,Capital Federal,"-34.5673754305,-58.450069446",239000.0,239000.0,132.0,122.0,1959.016393442623,
store,Centro / Microcentro,Capital Federal,"-34.5980509672,-58.3797288069",195000.0,195000.0,49.0,49.0,3979.5918367346944,
apartment,Palermo,Capital Federal,"-34.5711496,-58.4232966",130000.0,130000.0,36.0,32.0,4062.5,
apartment,Belgrano,Capital Federal,"-34.5519693,-58.4434368",1200000.0,1200000.0,200.0,200.0,6000.0,
apartment,Puerto Madero,Capital Federal,"-34.6098897,-58.361364",1100000.0,1100000.0,191.0,191.0,5759.162303664922,
apartment,Recoleta,Capital Federal,"-34.5886091,-58.3853312",178000.0,178000.0,41.0,37.0,4810.810810810811,
apartment,Recoleta,Capital Federal,"-34.5905426,-58.3872314",505000.0,505000.0,120.0,110.0,4590.909090909091,
apartment,Recoleta,Capital Federal,"-34.5946641,-58.3791862",235000.0,235000.0,92.0,90.0,2611.1111111111113,
apartment,Palermo,Capital Federal,"-34.5872575,-58.4088621",360000.0,360000.0,92.0,87.0,4137.931034482759,
apartment,Recoleta,Capital Federal,"-34.5895459,-58.3973636",690000.0,690000.0,237.0,237.0,2911.3924050632922,
apartment,San Cristobal,Capital Federal,"-34.6244262,-58.3973636",85000.0,85000.0,72.0,31.0,2741.935483870968,
apartment,Puerto Madero,Capital Federal,"-34.6177194,-58.3620561",225000.0,225000.0,38.0,38.0,5921.0526315789475,
PH,Almagro,Capital Federal,"-34.6110583,-58.4201892",230000.0,230000.0,90.0,65.0,3538.4615384615386,
apartment,Balvanera,Capital Federal,"-34.6131034218,-58.4009127227",145000.0,145000.0,175.0,153.0,947.7124183006537,9000.0
apartment,Palermo Hollywood,Capital Federal,"-34.5849171,-58.4429864",95000.0,95000.0,37.0,33.0,2878.787878787879,
store,Villa del Parque,Capital Federal,"-34.6025915,-58.4889862",125000.0,125000.0,38.0,38.0,3289.4736842105267,800.0
apartment,Recoleta,Capital Federal,"-34.5951279,-58.3784456",490000.0,490000.0,193.0,188.0,2606.3829787234044,10000.0
apartment,Flores,Capital Federal,"-34.628518,-58.461035",110000.0,110000.0,85.0,72.0,1527.7777777777774,1000.0
apartment,Palermo Soho,Capital Federal,"-34.5921821,-58.4269654",95000.0,95000.0,38.0,38.0,2500.0,1500.0
house,Capital Federal,Capital Federal,,1100000.0,1100000.0,1743.0,389.0,2827.763496143959,
apartment,Centro / Microcentro,Capital Federal,"-34.6030353261,-58.376682844",72500.0,72500.0,35.0,35.0,2071.428571428572,
PH,Liniers,Capital Federal,"-34.6463591184,-58.5155755016",127000.0,127000.0,99.0,54.0,2351.851851851852,
apartment,Villa Crespo,Capital Federal,"-34.6024297,-58.4298648",144500.0,144500.0,60.0,54.0,2675.925925925926,
apartment,Caballito,Capital Federal,"-34.6097156,-58.4433275",224500.0,224500.0,119.0,94.0,2388.2978723404253,
apartment,Almagro,Capital Federal,"-34.6024297,-58.4298648",144500.0,144500.0,60.0,54.0,2675.925925925926,
apartment,Balvanera,Capital Federal,"-34.6136992,-58.3897597",78000.0,78000.0,37.0,37.0,2108.108108108108,
apartment,Caballito,Capital Federal,"-34.6209278,-58.4458736",270000.0,270000.0,160.0,145.0,1862.0689655172407,
apartment,Parque Avellaneda,Capital Federal,"-34.647382,-58.4772734",90000.0,90000.0,59.0,59.0,1525.4237288135596,
PH,Parque Avellaneda,Capital Federal,"-34.647382,-58.4772734",90000.0,90000.0,59.0,59.0,1525.4237288135596,
PH,Flores,Capital Federal,"-34.6447229,-58.4687972",90000.0,90000.0,59.0,59.0,1525.4237288135596,
apartment,Flores,Capital Federal,"-34.6447229,-58.4687972",90000.0,90000.0,59.0,59.0,1525.4237288135596,
apartment,Recoleta,Capital Federal,"-34.5874429,-58.397175854",143500.0,143500.0,38.0,38.0,3776.315789473684,
apartment,Puerto Madero,Capital Federal,"-34.6148204,-58.3620553",440000.0,440000.0,90.0,86.0,5116.279069767442,
apartment,Palermo,Capital Federal,"-34.5855574,-58.4099159",1400000.0,1400000.0,300.0,270.0,5185.185185185185,
apartment,Puerto Madero,Capital Federal,"-34.6142544948,-58.3606966635",1370000.0,1370000.0,191.0,185.0,7405.405405405405,
apartment,Recoleta,Capital Federal,"-34.595187,-58.3973188",235000.0,235000.0,89.0,81.0,2901.2345679012346,
store,Palermo Hollywood,Capital Federal,,618000.0,618000.0,240.0,210.0,2942.857142857143,
apartment,Caballito,Capital Federal,"-34.6076183,-58.4468311",168000.0,168000.0,85.0,85.0,1976.470588235294,
apartment,Almagro,Capital Federal,"-34.5977307532,-58.4248032963",172960.0,172960.0,75.0,65.0,2660.923076923077,
apartment,Tribunales,Capital Federal,"-34.6024368908,-58.3910891826",71900.0,71900.0,35.0,32.0,2246875,1700.0
apartment,Capital Federal,Capital Federal,,445000.0,445000.0,177.0,135.0,3296.2962962962956,
apartment,Puerto Madero,Capital Federal,"-34.6212342,-58.3609246",460000.0,460000.0,82.0,72.0,6388.8888888888905,5400.0
apartment,Once,Capital Federal,"-34.6059647,-58.3975048",100000.0,100000.0,70.0,70.0,1428.5714285714291,
apartment,Palermo,Capital Federal,"-34.5802991,-58.4355947",480000.0,480000.0,188.0,143.0,3356.643356643357,8000.0
apartment,Palermo Hollywood,Capital Federal,"-34.5802991,-58.4355947",480000.0,480000.0,188.0,143.0,3356.643356643357,8000.0
apartment,Colegiales,Capital Federal,"-34.5802991,-58.4355947",480000.0,480000.0,188.0,143.0,3356.643356643357,8000.0
apartment,Barrio Norte,Capital Federal,"-34.5968806,-58.3841842",135000.0,135000.0,76.0,71.0,1901.4084507042248,
apartment,Barracas,Capital Federal,"-34.6283938,-58.3775674",135000.0,135000.0,146.0,146.0,924.6575342465753,
PH,San Telmo,Capital Federal,"-34.6287428,-58.3707239",220000.0,220000.0,170.0,170.0,1294.1176470588236,
apartment,Barracas,Capital Federal,"-34.6332336,-58.374271",100000.0,100000.0,40.0,40.0,2500.0,
apartment,Barracas,Capital Federal,"-34.6412593,-58.3740881",290000.0,290000.0,120.0,120.0,2416.6666666666665,
store,Barracas,Capital Federal,"-34.630948,-58.3766276",220000.0,220000.0,72.0,72.0,3055.555555555556,
apartment,Barracas,Capital Federal,"-34.6398765,-58.3743543",400000.0,400000.0,240.0,240.0,1666.666666666667,
house,Barracas,Capital Federal,"-34.6487312,-58.381255",250000.0,250000.0,350.0,300.0,833.3333333333335,
apartment,Barracas,Capital Federal,"-34.6346553,-58.3707161",125000.0,125000.0,43.0,43.0,2906.9767441860467,
house,Barracas,Capital Federal,"-34.6474429,-58.3788197",270000.0,270000.0,200.0,200.0,1350.0,
apartment,Barracas,Capital Federal,"-34.635332,-58.3752356",240000.0,240000.0,69.0,69.0,3478.2608695652175,
house,San Telmo,Capital Federal,"-34.6197137,-58.3784768",320000.0,320000.0,286.0,173.0,1849.7109826589594,
